service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3441@2,0,0,0,0,0,1,0,20160819,20161119
188@5,0,0,0,0,0,0,0,20160819,20161119
195@1,1,1,1,1,1,0,0,20160819,20161119
2816@3,0,0,0,0,0,0,1,20160819,20161119
R81@1,1,1,1,1,1,0,0,20160819,20161119
2101@3,0,0,0,0,0,0,1,20160819,20161119
211@2,0,0,0,0,0,1,0,20160819,20161119
2843@2,0,0,0,0,0,1,0,20160819,20161119
2843@5,0,0,0,0,0,0,0,20160819,20161119
184@2,0,0,0,0,0,1,0,20160819,20161119
184@5,0,0,0,0,0,0,0,20160819,20161119
20.2@1,1,1,1,1,1,0,0,20160819,20161119
209@3,0,0,0,0,0,0,1,20160819,20161119
2814@3,0,0,0,0,0,0,1,20160819,20161119
288@5,0,0,0,0,0,0,0,20160819,20161119
A81@1,1,1,1,1,1,0,0,20160819,20161119
285@3,0,0,0,0,0,0,1,20160819,20161119
211@5,0,0,0,0,0,0,0,20160819,20161119
A11@3,0,0,0,0,0,0,1,20160819,20161119
250@3,0,0,0,0,0,0,1,20160819,20161119
253@2,0,0,0,0,0,1,0,20160819,20161119
262@2,0,0,0,0,0,1,0,20160819,20161119
170@1,1,1,1,1,1,0,0,20160819,20161119
M68@1,1,1,1,1,1,0,0,20160819,20161119
269@1,1,1,1,1,1,0,0,20160819,20161119
R3@1,1,1,1,1,1,0,0,20160819,20161119
A17@3,0,0,0,0,0,0,1,20160819,20161119
2685@3,0,0,0,0,0,0,1,20160819,20161119
2725@1,1,1,1,1,1,0,0,20160819,20161119
A671@1,1,1,1,1,1,0,0,20160819,20161119
289@5,0,0,0,0,0,0,0,20160819,20161119
2731@3,0,0,0,0,0,0,1,20160819,20161119
2814@5,0,0,0,0,0,0,0,20160819,20161119
2531@5,0,0,0,0,0,0,0,20160819,20161119
257@2,0,0,0,0,0,1,0,20160819,20161119
F03@5,0,0,0,0,0,0,0,20160819,20161119
30.2@3,0,0,0,0,0,0,1,20160819,20161119
344@1,1,1,1,1,1,0,0,20160819,20161119
376@3,0,0,0,0,0,0,1,20160819,20161119
2601@1,1,1,1,1,1,0,0,20160819,20161119
A67@1,1,1,1,1,1,0,0,20160819,20161119
A1@1,1,1,1,1,1,0,0,20160819,20161119
255@1,1,1,1,1,1,0,0,20160819,20161119
F02@1,1,1,1,1,1,0,0,20160819,20161119
216@3,0,0,0,0,0,0,1,20160819,20161119
343@1,1,1,1,1,1,0,0,20160819,20161119
344@3,0,0,0,0,0,0,1,20160819,20161119
168@2,0,0,0,0,0,1,0,20160819,20161119
2672@5,0,0,0,0,0,0,0,20160819,20161119
A69@3,0,0,0,0,0,0,1,20160819,20161119
168@1,1,1,1,1,1,0,0,20160819,20161119
3441@5,0,0,0,0,0,0,0,20160819,20161119
3442@2,0,0,0,0,0,1,0,20160819,20161119
257@5,0,0,0,0,0,0,0,20160819,20161119
260@1,1,1,1,1,1,0,0,20160819,20161119
3441@1,1,1,1,1,1,0,0,20160819,20161119
3491@5,0,0,0,0,0,0,0,20160819,20161119
289@1,1,1,1,1,1,0,0,20160819,20161119
268@2,0,0,0,0,0,1,0,20160819,20161119
A74@2,0,0,0,0,0,1,0,20160819,20161119
A74@5,0,0,0,0,0,0,0,20160819,20161119
R10@2,0,0,0,0,0,1,0,20160819,20161119
1102@1,1,1,1,1,1,0,0,20160819,20161119
263@1,1,1,1,1,1,0,0,20160819,20161119
A87@5,0,0,0,0,0,0,0,20160819,20161119
2813@5,0,0,0,0,0,0,0,20160819,20161119
A862@1,1,1,1,1,1,0,0,20160819,20161119
254@2,0,0,0,0,0,1,0,20160819,20161119
254@5,0,0,0,0,0,0,0,20160819,20161119
394@1,1,1,1,1,1,0,0,20160819,20161119
A99@2,0,0,0,0,0,1,0,20160819,20161119
2685@2,0,0,0,0,0,1,0,20160819,20161119
2685@5,0,0,0,0,0,0,0,20160819,20161119
2731@2,0,0,0,0,0,1,0,20160819,20161119
2731@5,0,0,0,0,0,0,0,20160819,20161119
353@1,1,1,1,1,1,0,0,20160819,20161119
361@5,0,0,0,0,0,0,0,20160819,20161119
A10@3,0,0,0,0,0,0,1,20160819,20161119
2141@1,1,1,1,1,1,0,0,20160819,20161119
2672@3,0,0,0,0,0,0,1,20160819,20161119
273@1,1,1,1,1,1,0,0,20160819,20161119
2671@3,0,0,0,0,0,0,1,20160819,20161119
1112@1,1,1,1,1,1,0,0,20160819,20161119
272@3,0,0,0,0,0,0,1,20160819,20161119
A872@1,1,1,1,1,1,0,0,20160819,20161119
3954@1,1,1,1,1,1,0,0,20160819,20161119
3983@1,1,1,1,1,1,0,0,20160819,20161119
T121@1,1,1,1,1,1,0,0,20160819,20161119
A99@3,0,0,0,0,0,0,1,20160819,20161119
2741@3,0,0,0,0,0,0,1,20160819,20161119
A741@1,1,1,1,1,1,0,0,20160819,20161119
398@2,0,0,0,0,0,1,0,20160819,20161119
398@5,0,0,0,0,0,0,0,20160819,20161119
A691@1,1,1,1,1,1,0,0,20160819,20161119
268@3,0,0,0,0,0,0,1,20160819,20161119
A876@1,1,1,1,1,1,0,0,20160819,20161119
2741@2,0,0,0,0,0,1,0,20160819,20161119
256@1,1,1,1,1,1,0,0,20160819,20161119
2561@1,1,1,1,1,1,0,0,20160819,20161119
A11@1,1,1,1,1,1,0,0,20160819,20161119
A17@5,0,0,0,0,0,0,0,20160819,20161119
429@3,0,0,0,0,0,0,1,20160819,20161119
4932@1,1,1,1,1,1,0,0,20160819,20161119
A99@5,0,0,0,0,0,0,0,20160819,20161119
A991@3,0,0,0,0,0,0,1,20160819,20161119
430@3,0,0,0,0,0,0,1,20160819,20161119
433@2,0,0,0,0,0,1,0,20160819,20161119
250@2,0,0,0,0,0,1,0,20160819,20161119
262@3,0,0,0,0,0,0,1,20160819,20161119
A991@2,0,0,0,0,0,1,0,20160819,20161119
A991@5,0,0,0,0,0,0,0,20160819,20161119
A97@3,0,0,0,0,0,0,1,20160819,20161119
492@2,0,0,0,0,0,1,0,20160819,20161119
2621@1,1,1,1,1,1,0,0,20160819,20161119
270@3,0,0,0,0,0,0,1,20160819,20161119
268@5,0,0,0,0,0,0,0,20160819,20161119
A74@3,0,0,0,0,0,0,1,20160819,20161119
2733@3,0,0,0,0,0,0,1,20160819,20161119
283@2,0,0,0,0,0,1,0,20160819,20161119
A13@2,0,0,0,0,0,1,0,20160819,20161119
A13@5,0,0,0,0,0,0,0,20160819,20161119
497@1,1,1,1,1,1,0,0,20160819,20161119
50.3@1,1,1,1,1,1,0,0,20160819,20161119
R9@1,1,1,1,1,1,0,0,20160819,20161119
281@2,0,0,0,0,0,1,0,20160819,20161119
A951@1,1,1,1,1,1,0,0,20160819,20161119
40.4@1,1,1,1,1,1,0,0,20160819,20161119
3986@1,1,1,1,1,1,0,0,20160819,20161119
4292@5,0,0,0,0,0,0,0,20160819,20161119
2701@5,0,0,0,0,0,0,0,20160819,20161119
D63@1,1,1,1,1,1,0,0,20160819,20161119
F03@2,0,0,0,0,0,1,0,20160819,20161119
03.3@1,1,1,1,1,1,0,0,20160819,20161119
251@1,1,1,1,1,1,0,0,20160819,20161119
254@3,0,0,0,0,0,0,1,20160819,20161119
2741@5,0,0,0,0,0,0,0,20160819,20161119
288@3,0,0,0,0,0,0,1,20160819,20161119
A88@1,1,1,1,1,1,0,0,20160819,20161119
A16@1,1,1,1,1,1,0,0,20160819,20161119
346@3,0,0,0,0,0,0,1,20160819,20161119
375@2,0,0,0,0,0,1,0,20160819,20161119
470@2,0,0,0,0,0,1,0,20160819,20161119
470@5,0,0,0,0,0,0,0,20160819,20161119
4292@3,0,0,0,0,0,0,1,20160819,20161119
433@1,1,1,1,1,1,0,0,20160819,20161119
03.1@2,0,0,0,0,0,1,0,20160819,20161119
03.1@5,0,0,0,0,0,0,0,20160819,20161119
2801@3,0,0,0,0,0,0,1,20160819,20161119
2812@1,1,1,1,1,1,0,0,20160819,20161119
2811@2,0,0,0,0,0,1,0,20160819,20161119
285@2,0,0,0,0,0,1,0,20160819,20161119
2602@1,1,1,1,1,1,0,0,20160819,20161119
2632@1,1,1,1,1,1,0,0,20160819,20161119
165@5,0,0,0,0,0,0,0,20160819,20161119
266@3,0,0,0,0,0,0,1,20160819,20161119
50.31@1,1,1,1,1,1,0,0,20160819,20161119
60.5@3,0,0,0,0,0,0,1,20160819,20161119
T8@1,1,1,1,1,1,0,0,20160819,20161119
473@5,0,0,0,0,0,0,0,20160819,20161119
288@1,1,1,1,1,1,0,0,20160819,20161119
03.1@1,1,1,1,1,1,0,0,20160819,20161119
285@5,0,0,0,0,0,0,0,20160819,20161119
288@2,0,0,0,0,0,1,0,20160819,20161119
A66@1,1,1,1,1,1,0,0,20160819,20161119
286@2,0,0,0,0,0,1,0,20160819,20161119
433@5,0,0,0,0,0,0,0,20160819,20161119
473@1,1,1,1,1,1,0,0,20160819,20161119
A87@3,0,0,0,0,0,0,1,20160819,20161119
2682@2,0,0,0,0,0,1,0,20160819,20161119
2631@2,0,0,0,0,0,1,0,20160819,20161119
2631@5,0,0,0,0,0,0,0,20160819,20161119
286@5,0,0,0,0,0,0,0,20160819,20161119
D67@1,1,1,1,1,1,0,0,20160819,20161119
611@1,1,1,1,1,1,0,0,20160819,20161119
TR61@2,0,0,0,0,0,1,0,20160819,20161119
F03@1,1,1,1,1,1,0,0,20160819,20161119
30.2@2,0,0,0,0,0,1,0,20160819,20161119
2741@1,1,1,1,1,1,0,0,20160819,20161119
2801@5,0,0,0,0,0,0,0,20160819,20161119
4931@1,1,1,1,1,1,0,0,20160819,20161119
4933@5,0,0,0,0,0,0,0,20160819,20161119
30.1@1,1,1,1,1,1,0,0,20160819,20161119
T12@1,1,1,1,1,1,0,0,20160819,20161119
2672@1,1,1,1,1,1,0,0,20160819,20161119
2721@2,0,0,0,0,0,1,0,20160819,20161119
375@5,0,0,0,0,0,0,0,20160819,20161119
376@2,0,0,0,0,0,1,0,20160819,20161119
441@2,0,0,0,0,0,1,0,20160819,20161119
441@5,0,0,0,0,0,0,0,20160819,20161119
340@2,0,0,0,0,0,1,0,20160819,20161119
340@5,0,0,0,0,0,0,0,20160819,20161119
R67@1,1,1,1,1,1,0,0,20160819,20161119
268@1,1,1,1,1,1,0,0,20160819,20161119
376@5,0,0,0,0,0,0,0,20160819,20161119
394@2,0,0,0,0,0,1,0,20160819,20161119
473@3,0,0,0,0,0,0,1,20160819,20161119
60.6@1,1,1,1,1,1,0,0,20160819,20161119
2851@1,1,1,1,1,1,0,0,20160819,20161119
A842@1,1,1,1,1,1,0,0,20160819,20161119
267@1,1,1,1,1,1,0,0,20160819,20161119
2723@1,1,1,1,1,1,0,0,20160819,20161119
3973@1,1,1,1,1,1,0,0,20160819,20161119
3974@1,1,1,1,1,1,0,0,20160819,20161119
M30.2@1,1,1,1,1,1,0,0,20160819,20161119
343@2,0,0,0,0,0,1,0,20160819,20161119
60.2@2,0,0,0,0,0,1,0,20160819,20161119
60.4@1,1,1,1,1,1,0,0,20160819,20161119
2682@5,0,0,0,0,0,0,0,20160819,20161119
2671@2,0,0,0,0,0,1,0,20160819,20161119
274@2,0,0,0,0,0,1,0,20160819,20161119
274@5,0,0,0,0,0,0,0,20160819,20161119
30.1@3,0,0,0,0,0,0,1,20160819,20161119
30.21@1,1,1,1,1,1,0,0,20160819,20161119
2732@1,1,1,1,1,1,0,0,20160819,20161119
2675@1,1,1,1,1,1,0,0,20160819,20161119
614@2,0,0,0,0,0,1,0,20160819,20161119
614@5,0,0,0,0,0,0,0,20160819,20161119
60.5@5,0,0,0,0,0,0,0,20160819,20161119
605@1,1,1,1,1,1,0,0,20160819,20161119
283@3,0,0,0,0,0,0,1,20160819,20161119
3442@1,1,1,1,1,1,0,0,20160819,20161119
345@1,1,1,1,1,1,0,0,20160819,20161119
349@1,1,1,1,1,1,0,0,20160819,20161119
M68@3,0,0,0,0,0,0,1,20160819,20161119
A68@1,1,1,1,1,1,0,0,20160819,20161119
30.3@1,1,1,1,1,1,0,0,20160819,20161119
30.31@2,0,0,0,0,0,1,0,20160819,20161119
608@3,0,0,0,0,0,0,1,20160819,20161119
620@1,1,1,1,1,1,0,0,20160819,20161119
2671@5,0,0,0,0,0,0,0,20160819,20161119
A741@2,0,0,0,0,0,1,0,20160819,20161119
3442@3,0,0,0,0,0,0,1,20160819,20161119
346@1,1,1,1,1,1,0,0,20160819,20161119
6204@1,1,1,1,1,1,0,0,20160819,20161119
621@3,0,0,0,0,0,0,1,20160819,20161119
A973@1,1,1,1,1,1,0,0,20160819,20161119
4941@1,1,1,1,1,1,0,0,20160819,20161119
A875@1,1,1,1,1,1,0,0,20160819,20161119
2832@1,1,1,1,1,1,0,0,20160819,20161119
343@5,0,0,0,0,0,0,0,20160819,20161119
D43@2,0,0,0,0,0,1,0,20160819,20161119
A360@2,0,0,0,0,0,1,0,20160819,20161119
394@5,0,0,0,0,0,0,0,20160819,20161119
2801@2,0,0,0,0,0,1,0,20160819,20161119
281@1,1,1,1,1,1,0,0,20160819,20161119
M30.2@2,0,0,0,0,0,1,0,20160819,20161119
343@3,0,0,0,0,0,0,1,20160819,20161119
R32@1,1,1,1,1,1,0,0,20160819,20161119
4292@2,0,0,0,0,0,1,0,20160819,20161119
397@1,1,1,1,1,1,0,0,20160819,20161119
A98@3,0,0,0,0,0,0,1,20160819,20161119
B25@2,0,0,0,0,0,1,0,20160819,20161119
B25@5,0,0,0,0,0,0,0,20160819,20161119
348@1,1,1,1,1,1,0,0,20160819,20161119
3481@1,1,1,1,1,1,0,0,20160819,20161119
431@1,1,1,1,1,1,0,0,20160819,20161119
470@3,0,0,0,0,0,0,1,20160819,20161119
40.41@3,0,0,0,0,0,0,1,20160819,20161119
4302@2,0,0,0,0,0,1,0,20160819,20161119
M31@1,1,1,1,1,1,0,0,20160819,20161119
632@2,0,0,0,0,0,1,0,20160819,20161119
345@3,0,0,0,0,0,0,1,20160819,20161119
3491@2,0,0,0,0,0,1,0,20160819,20161119
285@1,1,1,1,1,1,0,0,20160819,20161119
30.11@1,1,1,1,1,1,0,0,20160819,20161119
3943@1,1,1,1,1,1,0,0,20160819,20161119
R31@1,1,1,1,1,1,0,0,20160819,20161119
650@2,0,0,0,0,0,1,0,20160819,20161119
650@5,0,0,0,0,0,0,0,20160819,20161119
361@2,0,0,0,0,0,1,0,20160819,20161119
3762@1,1,1,1,1,1,0,0,20160819,20161119
60.1@2,0,0,0,0,0,1,0,20160819,20161119
60.1@5,0,0,0,0,0,0,0,20160819,20161119
03.1@3,0,0,0,0,0,0,1,20160819,20161119
30.1@2,0,0,0,0,0,1,0,20160819,20161119
2671@1,1,1,1,1,1,0,0,20160819,20161119
2813@3,0,0,0,0,0,0,1,20160819,20161119
4302@5,0,0,0,0,0,0,0,20160819,20161119
436@2,0,0,0,0,0,1,0,20160819,20161119
03.11@1,1,1,1,1,1,0,0,20160819,20161119
3442@5,0,0,0,0,0,0,0,20160819,20161119
353@2,0,0,0,0,0,1,0,20160819,20161119
353@5,0,0,0,0,0,0,0,20160819,20161119
40.2@2,0,0,0,0,0,1,0,20160819,20161119
429@1,1,1,1,1,1,0,0,20160819,20161119
4381@2,0,0,0,0,0,1,0,20160819,20161119
4381@5,0,0,0,0,0,0,0,20160819,20161119
30.1@5,0,0,0,0,0,0,0,20160819,20161119
345@2,0,0,0,0,0,1,0,20160819,20161119
3984@3,0,0,0,0,0,0,1,20160819,20161119
40.4@2,0,0,0,0,0,1,0,20160819,20161119
361@1,1,1,1,1,1,0,0,20160819,20161119
397@5,0,0,0,0,0,0,0,20160819,20161119
441@1,1,1,1,1,1,0,0,20160819,20161119
494@2,0,0,0,0,0,1,0,20160819,20161119
345@5,0,0,0,0,0,0,0,20160819,20161119
346@5,0,0,0,0,0,0,0,20160819,20161119
439@3,0,0,0,0,0,0,1,20160819,20161119
M76@1,1,1,1,1,1,0,0,20160819,20161119
A98@2,0,0,0,0,0,1,0,20160819,20161119
40.41@2,0,0,0,0,0,1,0,20160819,20161119
494@5,0,0,0,0,0,0,0,20160819,20161119
05.1@2,0,0,0,0,0,1,0,20160819,20161119
A348@5,0,0,0,0,0,0,0,20160819,20161119
3941@2,0,0,0,0,0,1,0,20160819,20161119
A81@2,0,0,0,0,0,1,0,20160819,20161119
A81@5,0,0,0,0,0,0,0,20160819,20161119
40.41@5,0,0,0,0,0,0,0,20160819,20161119
T8@3,0,0,0,0,0,0,1,20160819,20161119
50.1@2,0,0,0,0,0,1,0,20160819,20161119
50.1@5,0,0,0,0,0,0,0,20160819,20161119
3941@5,0,0,0,0,0,0,0,20160819,20161119
397@2,0,0,0,0,0,1,0,20160819,20161119
614@1,1,1,1,1,1,0,0,20160819,20161119
620@2,0,0,0,0,0,1,0,20160819,20161119
M76@3,0,0,0,0,0,0,1,20160819,20161119
493@1,1,1,1,1,1,0,0,20160819,20161119
433@3,0,0,0,0,0,0,1,20160819,20161119
438@1,1,1,1,1,1,0,0,20160819,20161119
476@1,1,1,1,1,1,0,0,20160819,20161119
4934@3,0,0,0,0,0,0,1,20160819,20161119
50.8@1,1,1,1,1,1,0,0,20160819,20161119
60.4@3,0,0,0,0,0,0,1,20160819,20161119
3972@1,1,1,1,1,1,0,0,20160819,20161119
R321@1,1,1,1,1,1,0,0,20160819,20161119
A97@2,0,0,0,0,0,1,0,20160819,20161119
A97@5,0,0,0,0,0,0,0,20160819,20161119
03.11@2,0,0,0,0,0,1,0,20160819,20161119
347@3,0,0,0,0,0,0,1,20160819,20161119
R41@1,1,1,1,1,1,0,0,20160819,20161119
4951@5,0,0,0,0,0,0,0,20160819,20161119
491@3,0,0,0,0,0,0,1,20160819,20161119
4952@1,1,1,1,1,1,0,0,20160819,20161119
441@3,0,0,0,0,0,0,1,20160819,20161119
473@2,0,0,0,0,0,1,0,20160819,20161119
360@1,1,1,1,1,1,0,0,20160819,20161119
397@3,0,0,0,0,0,0,1,20160819,20161119
A348@2,0,0,0,0,0,1,0,20160819,20161119
A360@5,0,0,0,0,0,0,0,20160819,20161119
347@2,0,0,0,0,0,1,0,20160819,20161119
347@5,0,0,0,0,0,0,0,20160819,20161119
620@5,0,0,0,0,0,0,0,20160819,20161119
D72@1,1,1,1,1,1,0,0,20160819,20161119
50.81@2,0,0,0,0,0,1,0,20160819,20161119
525@1,1,1,1,1,1,0,0,20160819,20161119
494@3,0,0,0,0,0,0,1,20160819,20161119
495@1,1,1,1,1,1,0,0,20160819,20161119
652@3,0,0,0,0,0,0,1,20160819,20161119
M52@2,0,0,0,0,0,1,0,20160819,20161119
50.61@2,0,0,0,0,0,1,0,20160819,20161119
T7@1,1,1,1,1,1,0,0,20160819,20161119
3491@3,0,0,0,0,0,0,1,20160819,20161119
353@3,0,0,0,0,0,0,1,20160819,20161119
60.6@3,0,0,0,0,0,0,1,20160819,20161119
60.2@1,1,1,1,1,1,0,0,20160819,20161119
375@3,0,0,0,0,0,0,1,20160819,20161119
3942@1,1,1,1,1,1,0,0,20160819,20161119
4972@1,1,1,1,1,1,0,0,20160819,20161119
50.1@3,0,0,0,0,0,0,1,20160819,20161119
605@2,0,0,0,0,0,1,0,20160819,20161119
6172@2,0,0,0,0,0,1,0,20160819,20161119
4971@1,1,1,1,1,1,0,0,20160819,20161119
60.21@1,1,1,1,1,1,0,0,20160819,20161119
A98@5,0,0,0,0,0,0,0,20160819,20161119
40.5@2,0,0,0,0,0,1,0,20160819,20161119
361@3,0,0,0,0,0,0,1,20160819,20161119
A94@1,1,1,1,1,1,0,0,20160819,20161119
B51@1,1,1,1,1,1,0,0,20160819,20161119
6625@1,1,1,1,1,1,0,0,20160819,20161119
A99@1,1,1,1,1,1,0,0,20160819,20161119
A991@1,1,1,1,1,1,0,0,20160819,20161119
624@3,0,0,0,0,0,0,1,20160819,20161119
B25@1,1,1,1,1,1,0,0,20160819,20161119
40.5@5,0,0,0,0,0,0,0,20160819,20161119
40.51@2,0,0,0,0,0,1,0,20160819,20161119
60.4@5,0,0,0,0,0,0,0,20160819,20161119
60.5@1,1,1,1,1,1,0,0,20160819,20161119
A86@1,1,1,1,1,1,0,0,20160819,20161119
03.3@2,0,0,0,0,0,1,0,20160819,20161119
605@5,0,0,0,0,0,0,0,20160819,20161119
613@1,1,1,1,1,1,0,0,20160819,20161119
M21@3,0,0,0,0,0,0,1,20160819,20161119
M31@3,0,0,0,0,0,0,1,20160819,20161119
60.4@2,0,0,0,0,0,1,0,20160819,20161119
608@1,1,1,1,1,1,0,0,20160819,20161119
491@1,1,1,1,1,1,0,0,20160819,20161119
496@1,1,1,1,1,1,0,0,20160819,20161119
615@2,0,0,0,0,0,1,0,20160819,20161119
615@5,0,0,0,0,0,0,0,20160819,20161119
611@5,0,0,0,0,0,0,0,20160819,20161119
614@3,0,0,0,0,0,0,1,20160819,20161119
633@1,1,1,1,1,1,0,0,20160819,20161119
652@2,0,0,0,0,0,1,0,20160819,20161119
631@5,0,0,0,0,0,0,0,20160819,20161119
637@2,0,0,0,0,0,1,0,20160819,20161119
340@3,0,0,0,0,0,0,1,20160819,20161119
D43@1,1,1,1,1,1,0,0,20160819,20161119
R62@1,1,1,1,1,1,0,0,20160819,20161119
B021@1,1,1,1,1,1,0,0,20160819,20161119
615@3,0,0,0,0,0,0,1,20160819,20161119
T13@1,1,1,1,1,1,0,0,20160819,20161119
650@1,1,1,1,1,1,0,0,20160819,20161119
617@2,0,0,0,0,0,1,0,20160819,20161119
40.51@5,0,0,0,0,0,0,0,20160819,20161119
671@1,1,1,1,1,1,0,0,20160819,20161119
B51@2,0,0,0,0,0,1,0,20160819,20161119
B51@5,0,0,0,0,0,0,0,20160819,20161119
721@2,0,0,0,0,0,1,0,20160819,20161119
627@3,0,0,0,0,0,0,1,20160819,20161119
6531@1,1,1,1,1,1,0,0,20160819,20161119
662@1,1,1,1,1,1,0,0,20160819,20161119
60.1@3,0,0,0,0,0,0,1,20160819,20161119
60.2@3,0,0,0,0,0,0,1,20160819,20161119
M31@2,0,0,0,0,0,1,0,20160819,20161119
M31@5,0,0,0,0,0,0,0,20160819,20161119
831@1,1,1,1,1,1,0,0,20160819,20161119
7312@5,0,0,0,0,0,0,0,20160819,20161119
702@5,0,0,0,0,0,0,0,20160819,20161119
705@3,0,0,0,0,0,0,1,20160819,20161119
3944@1,1,1,1,1,1,0,0,20160819,20161119
395@1,1,1,1,1,1,0,0,20160819,20161119
7312@3,0,0,0,0,0,0,1,20160819,20161119
632@3,0,0,0,0,0,0,1,20160819,20161119
6612@3,0,0,0,0,0,0,1,20160819,20161119
653@1,1,1,1,1,1,0,0,20160819,20161119
A943@1,1,1,1,1,1,0,0,20160819,20161119
3951@1,1,1,1,1,1,0,0,20160819,20161119
665@3,0,0,0,0,0,0,1,20160819,20161119
702@1,1,1,1,1,1,0,0,20160819,20161119
610@3,0,0,0,0,0,0,1,20160819,20161119
D13@1,1,1,1,1,1,0,0,20160819,20161119
633@3,0,0,0,0,0,0,1,20160819,20161119
M52@3,0,0,0,0,0,0,1,20160819,20161119
C98@1,1,1,1,1,1,0,0,20160819,20161119
A98@1,1,1,1,1,1,0,0,20160819,20161119
656@2,0,0,0,0,0,1,0,20160819,20161119
7612@1,1,1,1,1,1,0,0,20160819,20161119
862@2,0,0,0,0,0,1,0,20160819,20161119
B024@2,0,0,0,0,0,1,0,20160819,20161119
7561@1,1,1,1,1,1,0,0,20160819,20161119
B094@3,0,0,0,0,0,0,1,20160819,20161119
M60.5@1,1,1,1,1,1,0,0,20160819,20161119
608@2,0,0,0,0,0,1,0,20160819,20161119
M98@2,0,0,0,0,0,1,0,20160819,20161119
M98@5,0,0,0,0,0,0,0,20160819,20161119
861@1,1,1,1,1,1,0,0,20160819,20161119
665@1,1,1,1,1,1,0,0,20160819,20161119
A953@2,0,0,0,0,0,1,0,20160819,20161119
A953@5,0,0,0,0,0,0,0,20160819,20161119
B024@5,0,0,0,0,0,0,0,20160819,20161119
665@2,0,0,0,0,0,1,0,20160819,20161119
A321@3,0,0,0,0,0,0,1,20160819,20161119
398@1,1,1,1,1,1,0,0,20160819,20161119
855@1,1,1,1,1,1,0,0,20160819,20161119
701@2,0,0,0,0,0,1,0,20160819,20161119
3982@1,1,1,1,1,1,0,0,20160819,20161119
3984@1,1,1,1,1,1,0,0,20160819,20161119
702@3,0,0,0,0,0,0,1,20160819,20161119
C31@2,0,0,0,0,0,1,0,20160819,20161119
M98@3,0,0,0,0,0,0,1,20160819,20161119
430@2,0,0,0,0,0,1,0,20160819,20161119
621@2,0,0,0,0,0,1,0,20160819,20161119
621@5,0,0,0,0,0,0,0,20160819,20161119
A971@1,1,1,1,1,1,0,0,20160819,20161119
4943@1,1,1,1,1,1,0,0,20160819,20161119
439@1,1,1,1,1,1,0,0,20160819,20161119
476@3,0,0,0,0,0,0,1,20160819,20161119
704@3,0,0,0,0,0,0,1,20160819,20161119
856@1,1,1,1,1,1,0,0,20160819,20161119
40.2@1,1,1,1,1,1,0,0,20160819,20161119
40.5@3,0,0,0,0,0,0,1,20160819,20161119
C31@5,0,0,0,0,0,0,0,20160819,20161119
608@5,0,0,0,0,0,0,0,20160819,20161119
610@2,0,0,0,0,0,1,0,20160819,20161119
821@1,1,1,1,1,1,0,0,20160819,20161119
7315@1,1,1,1,1,1,0,0,20160819,20161119
376@1,1,1,1,1,1,0,0,20160819,20161119
394@3,0,0,0,0,0,0,1,20160819,20161119
497@2,0,0,0,0,0,1,0,20160819,20161119
4971@2,0,0,0,0,0,1,0,20160819,20161119
429@2,0,0,0,0,0,1,0,20160819,20161119
429@5,0,0,0,0,0,0,0,20160819,20161119
A33@1,1,1,1,1,1,0,0,20160819,20161119
650@3,0,0,0,0,0,0,1,20160819,20161119
430@5,0,0,0,0,0,0,0,20160819,20161119
431@3,0,0,0,0,0,0,1,20160819,20161119
3974@2,0,0,0,0,0,1,0,20160819,20161119
R31@2,0,0,0,0,0,1,0,20160819,20161119
490@2,0,0,0,0,0,1,0,20160819,20161119
A974@2,0,0,0,0,0,1,0,20160819,20161119
B55@1,1,1,1,1,1,0,0,20160819,20161119
704@2,0,0,0,0,0,1,0,20160819,20161119
C4@2,0,0,0,0,0,1,0,20160819,20161119
C4@5,0,0,0,0,0,0,0,20160819,20161119
3985@1,1,1,1,1,1,0,0,20160819,20161119
40.41@1,1,1,1,1,1,0,0,20160819,20161119
A974@5,0,0,0,0,0,0,0,20160819,20161119
4921@1,1,1,1,1,1,0,0,20160819,20161119
610@5,0,0,0,0,0,0,0,20160819,20161119
6204@2,0,0,0,0,0,1,0,20160819,20161119
436@5,0,0,0,0,0,0,0,20160819,20161119
492@1,1,1,1,1,1,0,0,20160819,20161119
40.51@3,0,0,0,0,0,0,1,20160819,20161119
4291@1,1,1,1,1,1,0,0,20160819,20161119
B25@3,0,0,0,0,0,0,1,20160819,20161119
M21@1,1,1,1,1,1,0,0,20160819,20161119
510@2,0,0,0,0,0,1,0,20160819,20161119
520@3,0,0,0,0,0,0,1,20160819,20161119
704@5,0,0,0,0,0,0,0,20160819,20161119
7041@2,0,0,0,0,0,1,0,20160819,20161119
50.11@2,0,0,0,0,0,1,0,20160819,20161119
50.6@1,1,1,1,1,1,0,0,20160819,20161119
624@2,0,0,0,0,0,1,0,20160819,20161119
624@5,0,0,0,0,0,0,0,20160819,20161119
7041@5,0,0,0,0,0,0,0,20160819,20161119
815@1,1,1,1,1,1,0,0,20160819,20161119
652@1,1,1,1,1,1,0,0,20160819,20161119
659@2,0,0,0,0,0,1,0,20160819,20161119
727@1,1,1,1,1,1,0,0,20160819,20161119
631@3,0,0,0,0,0,0,1,20160819,20161119
B011@1,1,1,1,1,1,0,0,20160819,20161119
B092@1,1,1,1,1,1,0,0,20160819,20161119
